video_id,url,title,upload_date,duration,view_count,channel_url,channel_title,categoria_fuente
GDuMfBOTpFE,https://www.youtube.com/watch?v=GDuMfBOTpFE,ONLY 9 TALLY SHEETS REMAIN: What comes next? #LaEncerrona,,1338,138000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
IrSof4tRJyM,https://www.youtube.com/watch?v=IrSof4tRJyM,THE PRESIDENT OF CONGRESS... TOTAL DISASTER? | Ocean Planet,,661,14000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
391Zbtk_AxU,https://www.youtube.com/watch?v=391Zbtk_AxU,IT'S OVER: Keiko overtakes Sánchez in ONPE count #LaEncerrona,,1434,134000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
Gxj2yevsGww,https://www.youtube.com/watch?v=Gxj2yevsGww,"Alfredo Torres from IPSOS: ""I was hit harder by the RIGHT"" - #electoralsifting",,1184,63000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
ZaUQixL--Ek,https://www.youtube.com/watch?v=ZaUQixL--Ek,"ANOTHER CHLIMPER AUDIO: ""We will win by 60 thousand"" #LaEncerrona",,1299,134000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
3_CQGcYj_pg,https://www.youtube.com/watch?v=3_CQGcYj_pg,RACISM against Sánchez voters: the worst comments #LaEncerrona,,1348,160000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
yKvnUteTWM0,https://www.youtube.com/watch?v=yKvnUteTWM0,"ELECTION SPECIAL: Is the ""fraud"" tantrum back? #LaEncerrona",,1445,220000.0,https://www.youtube.com/user/ocram001,Marco Sifuentes / Ocram,politica_analisis
doBMCJT5Y58,https://www.youtube.com/watch?v=doBMCJT5Y58,PRIDE DAY ON POLITICAL BRUTALITY | #POLITICALBRUTALITY,,3006,56000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
LFKGSJKX7TY,https://www.youtube.com/watch?v=LFKGSJKX7TY,POLITICAL BRUTALITY AT THE TEATRO CANOUT - ANTI-ELECTION BROADCAST II,,6508,,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
BoI9o3qpgsQ,https://www.youtube.com/watch?v=BoI9o3qpgsQ,MESIAS GUEVARA ON POLITICAL BRUTALITY | #POLITICALBRUTALITY,,3798,137000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
7OWFWxRU2qU,https://www.youtube.com/watch?v=7OWFWxRU2qU,ROSA MARÍA PALACIOS ON POLITICAL BRUTALITY | #POLITICALBRUTALITY,,4702,309000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
mthDqkFNDTY,https://www.youtube.com/watch?v=mthDqkFNDTY,Is Jorge Nieto the last politician?,,801,97000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
IlHlbIsACYk,https://www.youtube.com/watch?v=IlHlbIsACYk,THE FIVE WORST CANDIDATES FOR CONGRESS 2026,,957,55000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
IB1M_VL1GgU,https://www.youtube.com/watch?v=IB1M_VL1GgU,CRISIS: ALL ABOUT THE NEW BALCAZAR CABINET,,1638,16000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
QBVQJsP69XA,https://www.youtube.com/watch?v=QBVQJsP69XA,ALERT: THE FUJIMORISTS WHO CHANGED THEIR SIDES,,672,28000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
YtrifU8zuZI,https://www.youtube.com/watch?v=YtrifU8zuZI,LUCHO CÁCERES ON POLITICAL BRUTALITY | EXCLUSIVE FOR MEMBERS,,3397,104000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
q517PJtlNcQ,https://www.youtube.com/watch?v=q517PJtlNcQ,PRIMER SIMULACRO DE VOTACIÓN PRESIDENCIAL,,1187,24000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
Jhs_IcLPWbg,https://www.youtube.com/watch?v=Jhs_IcLPWbg,NEW RECORD: CÉSAR ACUÑA'S HIGHEST CPP,,1059,76000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
VZ9BPJD_SBk,https://www.youtube.com/watch?v=VZ9BPJD_SBk,INCREDIBLE: POPULAR FORCE DEFENDS ROSPIGLIOSI'S DEFAMATION,,895,39000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
x5LmlevQM20,https://www.youtube.com/watch?v=x5LmlevQM20,ROSPIGLIOSI T3RRUQU3A A LOS MU3RT0S EN LAS MARCHAS,,720,36000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
AumPu5lPMp8,https://www.youtube.com/watch?v=AumPu5lPMp8,BRUTALIDAD POLÍTICA EN EL TEATRO CANOUT,,6035,,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
SsAtQdCn1vg,https://www.youtube.com/watch?v=SsAtQdCn1vg,NEW RECORD: THE MOST CPP BOOK ABOUT 'PORKY',,850,64000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
-y8SvqT7HYM,https://www.youtube.com/watch?v=-y8SvqT7HYM,Yonny Lescano would pardon Pedro Castillo,,670,23000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
M0af3AGQ5xk,https://www.youtube.com/watch?v=M0af3AGQ5xk,EL ADOCTRINAMIENTO DE JÓVENES EN APP,,893,24000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
l6k6KQZtqjg,https://www.youtube.com/watch?v=l6k6KQZtqjg,WHY DID HERNANDO DE SOTO'S CABINET FALL?,,645,63000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
chNTwVlzHvg,https://www.youtube.com/watch?v=chNTwVlzHvg,ALL ABOUT THE 2026 PRESIDENTIAL DEBATE,,708,54000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
63QHdNE0YGk,https://www.youtube.com/watch?v=63QHdNE0YGk,JORGE NIETO ON BRUTALIDAD POLÍTICA | INTERVIEW,,4783,315000.0,https://www.youtube.com/@curwen,El diario de Curwen,politica_opinion
ptCqqSiDMcQ,https://www.youtube.com/watch?v=ptCqqSiDMcQ,ROSA MARÍA PALACIOS ANALYZES IMPUNITY IN THE PUBLIC PROSECUTOR'S OFFICE AND THE POLICE | WITHOUT ...,,900,458.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
vZGeuZTShRc,https://www.youtube.com/watch?v=vZGeuZTShRc,ROSA MARÍA PALACIOS ANALYZES ROBERTO SÁNCHEZ'S ATTEMPTS TO DISPUTE KEIKO'S VICTORY,,838,10000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
2CmuH8PAQ1M,https://www.youtube.com/watch?v=2CmuH8PAQ1M,"SIN GUION WITH ROSA MARÍA PALACIOS: PROGRAM FOR JULY 3, 2026",,4553,26000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
OuG2R8Ic2Rw,https://www.youtube.com/watch?v=OuG2R8Ic2Rw,ROSA MARÍA PALACIOS RESPONDS | OFF SCRIPT,,2107,1500.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
_y2FwyhattM,https://www.youtube.com/watch?v=_y2FwyhattM,THE CHALLENGES FACING THE NEW GOVERNMENT: WHAT WILL KEIKO FUJIMORI DO? | OFF SCRIPT,,1114,3100.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
_0QIp5dAYak,https://www.youtube.com/watch?v=_0QIp5dAYak,ROSA MARÍA PALACIOS ANALYZES KEIKO FUJIMORI'S FIRST INTERVIEW | WITHOUT A SCRIPT,,1764,13000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
BjGEqNcVf4s,https://www.youtube.com/watch?v=BjGEqNcVf4s,"SIN GUION WITH ROSA MARÍA PALACIOS: JULY 2, 2026 PROGRAM",,5243,24000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
DCT8LpeuUoQ,https://www.youtube.com/watch?v=DCT8LpeuUoQ,"ROSA MARÍA PALACIOS INTERVIEWS MARIANELLA LEDESMA, FORMER PRESIDENT OF THE CONSTITUTIONAL COURT #...",,2831,22000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
j24HNPkL888,https://www.youtube.com/watch?v=j24HNPkL888,ROSA MARÍA PALACIOS ANALYZES THE FINAL DAYS OF JOSÉ MARÍA BALCÁZAR | WITHOUT A SCRIPT,,645,787.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
8BxoydHkucA,https://www.youtube.com/watch?v=8BxoydHkucA,Rafael López Aliaga's candidacy rejected! JEE said no! Rosa María Palacios explains | Unscripted,,1054,4200.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
0BVsFSnoLG0,https://www.youtube.com/watch?v=0BVsFSnoLG0,SIN GUION CON ROSA MARÍA PALACIOS: PROGRAMA DEL 1 DE JULIO DEL 2026,,5189,21000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
oJOX6UfckfI,https://www.youtube.com/watch?v=oJOX6UfckfI,MAYORS SEEK REELECTION | UN SCRIPTED WITH ROSA MARÍA PALACIOS,,1626,6000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
wtJ-bbixXZ4,https://www.youtube.com/watch?v=wtJ-bbixXZ4,KEIKO FUJIMORI IS THE PRESIDENT OF PERU | WITHOUT A SCRIPT WITH ROSA MARÍA PALACIOS,,1153,21000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
zq1D5Cc_g9o,https://www.youtube.com/watch?v=zq1D5Cc_g9o,"SIN GUION WITH ROSA MARÍA PALACIOS: PROGRAM FOR JUNE 30, 2026",,4994,22000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
mvWuuyVjK24,https://www.youtube.com/watch?v=mvWuuyVjK24,"ROSA MARÍA PALACIOS interviews CARLOS BRUCE, candidate for MAYOR OF LIMA #INTERVIEW",,3177,26000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
9iN3YewZGyI,https://www.youtube.com/watch?v=9iN3YewZGyI,ROSA MARÍA PALACIOS analyzes the STATE OF THE JUDICIARY | SIN GUION,,923,4600.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
_1p1cLJUi5s,https://www.youtube.com/watch?v=_1p1cLJUi5s,ROSA MARÍA PALACIOS analyzes the NEW CONGRESS ALLIANCES | NO SCRIPT,,1870,9200.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
4IR5iGSSbP4,https://www.youtube.com/watch?v=4IR5iGSSbP4,SIN GUION CON ROSA MARÍA PALACIOS: PROGRAMA DEL 26 DE JUNIO DEL 2026,,6457,20000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
NWV_9fiY4uw,https://www.youtube.com/watch?v=NWV_9fiY4uw,"ROSA MARÍA PALACIOS interviews FRANCIS ALLISON, candidate for MAYOR OF LIMA | WITHOUT A SCRIPT",,2714,25000.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
nsAcikV2pR8,https://www.youtube.com/watch?v=nsAcikV2pR8,"ROSA MARÍA PALACIOS interviews EDINSON HUAMAN, OLLANTA HUMALA'S LAWYER | SIN GUION",,1421,2200.0,https://www.youtube.com/@singuionlr,Sin Guion con Rosa Maria Palacios,politica_periodismo
F2OFntM8yvk,https://www.youtube.com/watch?v=F2OFntM8yvk,Piura: Explosive detonated at Ayabaca mayoral candidate's home following political event,,78,449.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
9sVDxj1N0ag,https://www.youtube.com/watch?v=9sVDxj1N0ag,UNICEF launches donation campaign to address emergency in Venezuela,,399,185.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
prvoWy3G3sc,https://www.youtube.com/watch?v=prvoWy3G3sc,"📖 ‘ASSAULT, DELIRIUM, AND BETRAYAL’, A BIOGRAPHY OF ANTAURO HUMALA #LETRASENELTIEMPO",,2750,603.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
LRyxonXxPOE,https://www.youtube.com/watch?v=LRyxonXxPOE,Constitutional expert analyzes Rafael López Aliaga's case: legal limbo over his bid for city coun...,,1071,2400.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
fQWMsYaHDGA,https://www.youtube.com/watch?v=fQWMsYaHDGA,"Piura surpasses 1,000 cases of leptospirosis and records the highest death toll in the country",,569,298.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
KdOUoeob0q4,https://www.youtube.com/watch?v=KdOUoeob0q4,🐶🚨 The story of Kayra’s rescue of a survivor in Venezuela #ENFOQUERPP,,318,570.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
Opqh4BVYA3A,https://www.youtube.com/watch?v=Opqh4BVYA3A,Peruvian Fire Department's USAR Team Urged Speedier Deployment to International Emergencies,,801,894.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
f9Sz1Ngs_FQ,https://www.youtube.com/watch?v=f9Sz1Ngs_FQ,Patricia Juárez reveals the priorities of Keiko Fujimori's next government,,944,12000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
SZtqKK1htu8,https://www.youtube.com/watch?v=SZtqKK1htu8,Police arrest four suspected extortionists in Santa Anita,,185,355.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
XXnM1XFCZyE,https://www.youtube.com/watch?v=XXnM1XFCZyE,Pedro Sánchez saluda a Keiko Fujimori tras su proclamación como presidenta,,147,34000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
_kvf9nOWYS0,https://www.youtube.com/watch?v=_kvf9nOWYS0,All the details of Keiko Fujimori's presidential proclamation,,250,13000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
StcGWVmzmFo,https://www.youtube.com/watch?v=StcGWVmzmFo,🔴 USAR team returns to Peru after rescue efforts in Venezuela | Kayra also returns,,370,2300.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
BdzPa-mXVPg,https://www.youtube.com/watch?v=BdzPa-mXVPg,🔥 Argentina vs. Cape Verde: An Unforgettable World Cup Match. Was La Albiceleste in Danger?,,494,8500.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
OgMNe_yJN-I,https://www.youtube.com/watch?v=OgMNe_yJN-I,The trip that traumatized a taxi driver #VAOD,,590,2300.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
szIxNr3w_bE,https://www.youtube.com/watch?v=szIxNr3w_bE,🇨🇻🔥 CABO VERDE’S HISTORIC WORLD CUP RUN | DID THE UNDERDOG ALMOST ELIMINATE ARGENTINA?,,408,4500.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
xtiKD-as5_0,https://www.youtube.com/watch?v=xtiKD-as5_0,ARGENTINA VS CAPE VERDE: IS SCALONI ON ALERT AFTER THEIR TOUGHEST WORLD CUP MATCH?,,735,27000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
eONhcDNGNBA,https://www.youtube.com/watch?v=eONhcDNGNBA,Mesías Guevara analyzes the challenges of Keiko Fujimori's government | Trial by Fire | RPP,,1138,2100.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
8vU_6oTbk3c,https://www.youtube.com/watch?v=8vU_6oTbk3c,Francisco Giampietri proposes Renovación Popular support for Keiko Fujimori's government,,1016,10000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
GM-Wf1dcb9U,https://www.youtube.com/watch?v=GM-Wf1dcb9U,"Keiko Fujimori anuncia un gobierno ""sin importar el color político"" tras su proclamación | RPP",,441,45000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
5JZogtvinZc,https://www.youtube.com/watch?v=5JZogtvinZc,Roberto Sánchez sets conditions for participating in dialogue with Keiko Fujimori,,178,32000.0,https://www.youtube.com/@RPPNoticias,RPP Noticias,politica_actualidad
Q9dh2N9OWrA,https://www.youtube.com/watch?v=Q9dh2N9OWrA,Ahora y en la Hora - JUL 03 - DRIVER WHO DIED IN SJM HAD A CRIMINAL RECORD | Willax,,1169,2600.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
v_voQ5g4fOE,https://www.youtube.com/watch?v=v_voQ5g4fOE,Ahora y en la Hora - JUL 03 - 1/2 - CONTROVERSY OVER POLICE INTERVENTION | Willax,,3332,11000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
m-JaMfQqngU,https://www.youtube.com/watch?v=m-JaMfQqngU,Here and Now - JUL 03 - FULL INTERVIEW WITH ALEJANDRO INDACOCHEA | Willax,,1020,2000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
y7RC898gJXw,https://www.youtube.com/watch?v=y7RC898gJXw,Ahora y en la Hora - JUL 03 - 2/2 - FAREWELL | Willax,,34,360.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
aafjhOBSjq4,https://www.youtube.com/watch?v=aafjhOBSjq4,Beto a Saber - JUL 03 - FULL INTERVIEW WITH CARLA GARCÍA | Willax,,2550,51000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
txMPWjdm7vI,https://www.youtube.com/watch?v=txMPWjdm7vI,Beto a Saber - JUL 03 - 1/3 - AN INDEPENDENCE CELEBRATION | Willax,,2414,56000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
jwklU0c9r-k,https://www.youtube.com/watch?v=jwklU0c9r-k,Beto a Saber - JUL 03 - 2/3 - CALLAO TREATS ME RIGHT | Willax,,540,4600.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
LnxOoz5EY-s,https://www.youtube.com/watch?v=LnxOoz5EY-s,Beto a Saber - JUL 03 - 3/3 - TROUBLE IN APRA | Willax,,341,6100.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
kXJoZtKXolg,https://www.youtube.com/watch?v=kXJoZtKXolg,Beto a Saber - JUL 03 - THE TRANSITION BEGINS | Willax,,262,2100.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
2wLHdL87grs,https://www.youtube.com/watch?v=2wLHdL87grs,Contra Corriente - JUL 03 - FULL INTERVIEW WITH ALEXANDRA MARANO | Willax,,759,1500.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
fNcswREjQ9s,https://www.youtube.com/watch?v=fNcswREjQ9s,Contra Corriente - JUL 03 - LAVA JATO NO PUDO LAVARSE | Willax,,758,1000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
6Rz4d1SSGMg,https://www.youtube.com/watch?v=6Rz4d1SSGMg,"Contra Corriente - JUL 03 - 1/3 - EVERYONE TALKS, NO ONE NEGOTIATES | Willax",,2486,11000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
xBo5lMFTVqg,https://www.youtube.com/watch?v=xBo5lMFTVqg,Willax Noticias - JUL 03 - 1/3 - KEIKO FUJIMORI CONTINÚA CON REUNIONES EN LOCAL DE CAMPAÑA | Willax,,1202,294.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
y-46XkmDpHk,https://www.youtube.com/watch?v=y-46XkmDpHk,Willax Noticias - JUL 03 - 2/3 - SENATORS AND DEPUTIES RULE OUT TRUCE WITH GOVERNMENT | Willax,,1317,11000.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
RNM3y31Nkg4,https://www.youtube.com/watch?v=RNM3y31Nkg4,Contra Corriente - JUL 03 - 2/3 - ALEXANDRA MARALLANO ON CONTRACORRIENTE | Willax,,443,983.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
qREVo1KoPlo,https://www.youtube.com/watch?v=qREVo1KoPlo,Against the Current - JUL 03 - 3/3 - | Willax,,367,579.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
EODAIKXAzbU,https://www.youtube.com/watch?v=EODAIKXAzbU,Willax News - JUL 03 - 3/3 - ARGENTINA STRUGGLES TO ELIMINATE CAPE VERDE | Willax,,391,119.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
dHNeUydOdts,https://www.youtube.com/watch?v=dHNeUydOdts,Against the Current - JUL 03 - CONVERSATIONS WITH A POLITICAL CALCULATOR | Willax,,486,403.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
V3DxjObEC6E,https://www.youtube.com/watch?v=V3DxjObEC6E,Contra Corriente - JUL 03 - LEADERLESS TRENCH | Willax,,544,2500.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
-BTi-sX6fyg,https://www.youtube.com/watch?v=-BTi-sX6fyg,Amor y Fuego - JUL 03 - 2/4 - FLAVIA LAOS AND AUSTIN PALAO SET CHILEAN REALITY SHOW ON FIRE | Willax,,4027,5800.0,https://www.youtube.com/@WillaxTV,Willax Television,politica_opinion
BpobowctBZM,https://www.youtube.com/watch?v=BpobowctBZM,WHY DID PHILLIP BUTTERS LEAVE SOCCER? | WILL BUTTERS RETURN TO POLITICS? | HABLA GOOD,,849,4800.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
PzKZXXSnCqs,https://www.youtube.com/watch?v=PzKZXXSnCqs,BAIGORRIA DEFENDS SAID PALAO | CALLS OUT REPORTER | VERY GOOD CLIPS,,753,1200.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
7fi8997NtdU,https://www.youtube.com/watch?v=7fi8997NtdU,HOW MUCH DO YOU NEED TO BUY AN APARTMENT? | IS RENTING BETTER THAN BUYING? | TALK GOOD,,641,14000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
q6nGno7pVLU,https://www.youtube.com/watch?v=q6nGno7pVLU,TALAVERA TELLS US IF THERE WERE GHOSTS IN TODO GOOD | OH MY GOOD,,2554,65000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
0e60T6RA8QA,https://www.youtube.com/watch?v=0e60T6RA8QA,¿QUÉ PASÓ EN AS4LT0 EN JR DE LA UNIÓN? | ¿LA POLICÍA NO TIENE PROTOCOLOS CONTRA ROBOS? | HABLA GOOD,,808,45000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
R4rTHGmCSfI,https://www.youtube.com/watch?v=R4rTHGmCSfI,WE RECREATE PELAO'S LIFE AND WORK | WE CELEBRATE PELAO FOR FATHER'S DAY | TALK GOOD,,828,25000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
NyqIjoSJHeI,https://www.youtube.com/watch?v=NyqIjoSJHeI,¿MAGALY ESTÁ PERDIENDO LA BATALLA CONTRA FARFÁN? | CURWEN ACONSEJA A MAGALY MEDINA | HABLA GOOD,,701,31000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
BpuHyZzmRP0,https://www.youtube.com/watch?v=BpuHyZzmRP0,¿FARFAN PRUEBA QUE MAGALY NO HIZO TRABAJO COMUNITARIO? | HABLA GOOD,,1369,24000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
8jG-gLbw6Ns,https://www.youtube.com/watch?v=8jG-gLbw6Ns,WHAT WILL HAPPEN TO TODO GOOD UNDER KEIKO'S GOVERNMENT? | IS CURWEN LEAVING THE COUNTRY? | HABLA ...,,877,34000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
khBirfuizS4,https://www.youtube.com/watch?v=khBirfuizS4,¿PERUANOS EN EL EXTRANJERO DEBERÍAN VOTAR? | ¿EXTRANJEROS BENEFICIAN ELECCIÓN A KEIKO? | HABLA GOOD,,820,17000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
