video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota
d1xiaAYT0qs,https://www.youtube.com/watch?v=d1xiaAYT0qs,Humala demands departure of Ecuadorian ambassador to Peru for assaulting two women in a supermarket,NTN24,UCEJs1fTF3KszRJGxJY14VrA,213.0,targeted_search,agresión amenazas mujer Perú,19,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
E3To8DP_Vyo,https://www.youtube.com/watch?v=E3To8DP_Vyo,Pareja de alcalde lo denunció de agresión y ahora lo amenazan: Esto hicieron su hermano y exesposa,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,481.0,targeted_search,agresión amenazas mujer Perú,20,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
31uTqWmWwX4,https://www.youtube.com/watch?v=31uTqWmWwX4,Esposa de taxista asesinado en SJL descarta acusación de abuso y asegura que recibían amenazas,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,233.0,targeted_search,agresión amenazas mujer Perú,21,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
BG7kt0icTGQ,https://www.youtube.com/watch?v=BG7kt0icTGQ,Mujer que fue golpeada por su pareja ahora recibe amenazas; la justicia liberó a su agresor,Unitel Bolivia,UCBTuUY99I5plMaC_ZcmXIYw,72.0,targeted_search,agresión amenazas mujer Perú,22,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
sSIFE8fdXP0,https://www.youtube.com/watch?v=sSIFE8fdXP0,"Young man reports assault by ""Cristorata"" after a livestream | Arriba Mi Gente",Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,786.0,targeted_search,agresión amenazas mujer Perú,23,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
aYpisVffvXY,https://www.youtube.com/watch?v=aYpisVffvXY,“Vecina del Terror”: Denuncian que mujer ataca a adultos y hasta niños con piedras en SJM,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,423.0,targeted_search,agresión amenazas mujer Perú,24,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
H7D7m3PrNaU,https://www.youtube.com/watch?v=H7D7m3PrNaU,Comas: madre de familia denuncia amenazas de expareja tras demandarlo por pensión de alimentos,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,914.0,targeted_search,agresión amenazas mujer Perú,25,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
R1NjyhWZUC8,https://www.youtube.com/watch?v=R1NjyhWZUC8,Robberies on board: crime targets women in Lima,Panorama,UCBiq92lt_ufNO-ktZigVXgg,974.0,targeted_search,agresión amenazas mujer Perú,26,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
iIC9zyHrkkA,https://www.youtube.com/watch?v=iIC9zyHrkkA,"“Estoy a tu lado”, la plataforma que permite enviar alertas sobre hechos de violencia",RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,533.0,targeted_search,agresión amenazas mujer Perú,27,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Gcu_V6dfBkc,https://www.youtube.com/watch?v=Gcu_V6dfBkc,"Tired of threats, a man set a trap that ended his extortionists.",Publimetro Colombia,UCgOqD9t-svmzukLBXqtjFIQ,106.0,targeted_search,agresión amenazas mujer Perú,28,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
oaUWtVUKuDQ,https://www.youtube.com/watch?v=oaUWtVUKuDQ,Mujer amenaza con machete a sus vecinos en Puente Piedra,24 Horas,UCsakKsRww3J7pM6DavkrAIQ,170.0,targeted_search,agresión amenazas mujer Perú,29,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
nde96BcFcE4,https://www.youtube.com/watch?v=nde96BcFcE4,Lo ha denunciado 7 veces y teme por su vida: mujer acusa a su expareja de acosarla y amenazarla,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,410.0,targeted_search,agresión amenazas mujer Perú,30,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
UDsD0h0wF-U,https://www.youtube.com/watch?v=UDsD0h0wF-U,Nuevo Chimbote: hombre apuñaló a mujer en el rostro y luego amenaza a policías,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,94.0,targeted_search,agresión amenazas mujer Perú,31,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
CFyWlDe8B9U,https://www.youtube.com/watch?v=CFyWlDe8B9U,"Vinculan a proceso a ""Lady Peruana"" por amenazas en la Narvarte",EXCELSIOR,UClqo4ZAAZ01HQdCTlovCgkA,112.0,targeted_search,agresión amenazas mujer Perú,32,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
diCjBfenM6w,https://www.youtube.com/watch?v=diCjBfenM6w,THE CRIME OF THREATS,JurídicaMente,UCE_ZHUVha19wtfzsNgBrCYg,198.0,targeted_search,agresión amenazas mujer Perú,33,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
59a4NA6H1Lo,https://www.youtube.com/watch?v=59a4NA6H1Lo,Amor y Fuego -FEB 25 - INFLUENCER VALENTINO ENVUELTO EN ESCÁNDALO TRAS AGRESIÓN A UNA MUJER | Willax,Willax Televisión,UCort3mldTtMErPqprSlSfng,414.0,targeted_search,agresión amenazas mujer Perú,34,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
y38RvUI8Vl4,https://www.youtube.com/watch?v=y38RvUI8Vl4,"Woman reports neighbor for throwing parties: ""He scratched my car and threatened me""",ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,438.0,targeted_search,agresión amenazas mujer Perú,35,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
G6dOrTukF1o,https://www.youtube.com/watch?v=G6dOrTukF1o,Peruano y venezolano protagonizan violenta pelea en transporte público,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,94.0,targeted_search,agresión amenazas mujer Perú,36,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
f0c-6NYPgnQ,https://www.youtube.com/watch?v=f0c-6NYPgnQ,Villa Elisa: Mujer denuncia agresión y amenazas de un policía,SNT Paraguay,UC8NNg2qEuMQIXlqPS-eu_ig,201.0,targeted_search,agresión amenazas mujer Perú,37,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
lm6evXrG0A0,https://www.youtube.com/watch?v=lm6evXrG0A0,Retired non-commissioned officer threatens and assaults woman in public,Nunca MAS,UCFqwxsa2Wp6Y5FkUAcGShGA,362.0,targeted_search,agresión amenazas mujer Perú,38,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
f2EC6OR5OVQ,https://www.youtube.com/watch?v=f2EC6OR5OVQ,Madre de familia denuncia supuesta violencia familiar y amenazas,VIA Televisión,UCQjwMx1voVknTX59LBuSvog,208.0,targeted_search,agresión amenazas mujer Perú,39,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
VKYMtlRwMOI,https://www.youtube.com/watch?v=VKYMtlRwMOI,Mujeres exigen justicia ante agresiones y abusos sexuales a sus hijas,Magaly TV La Firme,UCF6s3gpbZEQKqZ38VvQ0gLA,541.0,targeted_search,agresión amenazas mujer Perú,40,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
063sq5lbzRc,https://www.youtube.com/watch?v=063sq5lbzRc,The neighbor who assaulted Andrés Wiese receives alleged threats | América Espectáculos (TODAY),América Noticias,UCPhm2I2wk4vqjENwhn3px8A,316.0,targeted_search,agresión amenazas mujer Perú,41,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
pqUHnWwkbo4,https://www.youtube.com/watch?v=pqUHnWwkbo4,}MUJER DENUNCIA A POLICIA POR AGRESIÓN Y AMENAZA DE MUERTE,Mas Encarnacion,UChDvkpocUUC_-pAiCb2XbuQ,125.0,targeted_search,agresión amenazas mujer Perú,42,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
no1jz57CAAY,https://www.youtube.com/watch?v=no1jz57CAAY,Puedo ir a la cárcel por Violencia familiar,Giomar Salazar Abogados,UCBWVLIesVhC4Iz5W-ApozYw,29.0,targeted_search,agresión amenazas mujer Perú,43,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
93nzbc8uocQ,https://www.youtube.com/watch?v=93nzbc8uocQ,A woman's nightmare after breaking up with a violent man,Nunca MAS,UCFqwxsa2Wp6Y5FkUAcGShGA,622.0,targeted_search,agresión amenazas mujer Perú,44,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
gyGbYmU9X40,https://www.youtube.com/watch?v=gyGbYmU9X40,Mujer denuncia a suboficial de la Policía Nacional por acoso y amenazas de muerte,Panorama,UCBiq92lt_ufNO-ktZigVXgg,1035.0,targeted_search,agresión amenazas mujer Perú,45,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Gl0BvIiXimo,https://www.youtube.com/watch?v=Gl0BvIiXimo,Los Olivos: meretrices atacan a pedradas a serenos y vecinos,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,823.0,targeted_search,agresión amenazas mujer Perú,46,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
tpAvjDaMmeY,https://www.youtube.com/watch?v=tpAvjDaMmeY,"""¡Sáquenme la mano!"": Extorsionador suplica por ayuda tras perder dedos en atentado fallido",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,105.0,targeted_search,agresión amenazas mujer Perú,47,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
NTs5wuCV1q4,https://www.youtube.com/watch?v=NTs5wuCV1q4,¿Cómo denunciar violencia familiar?,Impunidad Cero ,UCeZiDUkOsiVNGVmR31_cvdQ,101.0,targeted_search,agresión amenazas mujer Perú,48,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
vYHuvbNYuGU,https://www.youtube.com/watch?v=vYHuvbNYuGU,Amenazas el delito más Denunciado//Conoce que pasa después de tu denuncia,Abogado Juan Carlos Paz Bautista,UCLxsHdt2y0IP77fJq3fYjzg,159.0,targeted_search,agresión amenazas mujer Perú,49,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
ginZwcDVXEY,https://www.youtube.com/watch?v=ginZwcDVXEY,Women from the Peruvian Andes unite against gender-based violence,AGENCIA EFE,UCvJS-YNyaWyOucx8bGrHVvw,176.0,targeted_search,agresión amenazas mujer Perú,50,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Ce02sEFuiEY,https://www.youtube.com/watch?v=Ce02sEFuiEY,Las amenazas de este agresor hacia su expareja,Nunca MAS,UCFqwxsa2Wp6Y5FkUAcGShGA,484.0,targeted_search,agresión amenazas mujer Perú,51,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
KnsAFVFnvSI,https://www.youtube.com/watch?v=KnsAFVFnvSI,🔴🔵Ica: Woman files complaint against police for alleged physical abuse and accuses the PNP of min...,Exitosa Noticias,UCxgO_rak_BKZP8VNVmYqbWg,614.0,targeted_search,agresión amenazas mujer Perú,52,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
5csSdPG-h4c,https://www.youtube.com/watch?v=5csSdPG-h4c,Contracorriente – OCT 09– CUÑADO DE MINISTRA DE LA MUJER DENUNCIA AGRESIÓN Y AMENAZAS | Willax,Willax Televisión,UCort3mldTtMErPqprSlSfng,20.0,targeted_search,agresión amenazas mujer Perú,53,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
PXuJglRiU6o,https://www.youtube.com/watch?v=PXuJglRiU6o,Ate: vecinos víctimas de inseguridad y amenazas piden ayuda al Mininter (1/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,696.0,targeted_search,agresión amenazas mujer Perú,54,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
QUzn1h0xwG0,https://www.youtube.com/watch?v=QUzn1h0xwG0,Chorrillos: propietario de departamento recibe amenazas tras cobrar a inquilina morosa,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,604.0,targeted_search,agresión amenazas mujer Perú,55,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
XTL6Wo8y7AU,https://www.youtube.com/watch?v=XTL6Wo8y7AU,Mujeres contra la violencia Psicológica,GobiernoNuevoLeon,UC_KvL9gZ9q3SuO6KAWLXC6w,31.0,targeted_search,agresión amenazas mujer Perú,56,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
xENcdo08xCY,https://www.youtube.com/watch?v=xENcdo08xCY,Perú Retrocede en Lucha Contra la Violencia Femenicida: ¿Un Paso Atrás Decisivo?,Noticias LAT | AHORA,UC1oqIJVGLAa1CB5yAH5fDyA,353.0,targeted_search,agresión amenazas mujer Perú,57,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
hFSQsEpdLjE,https://www.youtube.com/watch?v=hFSQsEpdLjE,🔴BRUTAL AGRESIÓN A UNA MUJER Y SU MENOR HIJO EN CAÑETE,Cañete Tv canal31,UCl-FuEcNu5ptt6xsjoJTx6g,173.0,targeted_search,agresión amenazas mujer Perú,58,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
mjUlM9UuyRk,https://www.youtube.com/watch?v=mjUlM9UuyRk,México vs Ecuador: agreden a hinchas y periodistas afuera del Estadio Azteca | El Comercio,EL COMERCIO,UCLtGUPjKLqa3zgdmhKCZONg,158.0,targeted_search,agresión amenazas mujer Perú,59,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
fWj-gwu9Swk,https://www.youtube.com/watch?v=fWj-gwu9Swk,El feminicidio y la vulnerabilidad de los derechos a la mujer que existe en el Perú,MARIA ESTEFANY DOMINGUEZ GUILLEN,UCxa19DdttsOtPyZyYsZpzyg,532.0,targeted_search,agresión amenazas mujer Perú,60,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
13hyf9eAXVc,https://www.youtube.com/watch?v=13hyf9eAXVc,Barcelona: Peruano protagonizó agresión transfóbica en metro,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,101.0,targeted_search,agresión amenazas mujer Perú,61,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
DI5XAbvcJRY,https://www.youtube.com/watch?v=DI5XAbvcJRY,THE CRIME OF INJURY,JurídicaMente,UCE_ZHUVha19wtfzsNgBrCYg,178.0,targeted_search,agresión amenazas mujer Perú,62,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
0rtsmUUxaIM,https://www.youtube.com/watch?v=0rtsmUUxaIM,¿Puedo retirar una denuncia por violencia familiar?,Giomar Salazar Abogados,UCBWVLIesVhC4Iz5W-ApozYw,78.0,targeted_search,agresión amenazas mujer Perú,63,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Vam_lvkkD_o,https://www.youtube.com/watch?v=Vam_lvkkD_o,El delito de violencia psicológica!,Henry Caliz | Abogado Penalista,UC0m7RgsCxiT4Ow-DvgMFEwQ,232.0,targeted_search,agresión amenazas mujer Perú,64,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
ZRAq2msJtIg,https://www.youtube.com/watch?v=ZRAq2msJtIg,Hombre denuncia brutal agresión de su hijo,24 Horas,UCsakKsRww3J7pM6DavkrAIQ,168.0,targeted_search,agresión amenazas mujer Perú,65,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
DTXvhca9ktg,https://www.youtube.com/watch?v=DTXvhca9ktg,¡Lamentable! Mujer fue agredida brutalmente por su pareja,C9N Paraguay,UC2uoT9_KgHuBzoYX5JepHEA,235.0,targeted_search,agresión amenazas mujer Perú,66,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
a46nxm6ROgI,https://www.youtube.com/watch?v=a46nxm6ROgI,How to Defend Yourself Against a False Psychological Domestic Violence Case,vallarinopanama,UCa9M1T2WZSZPJzl2rL1yJng,803.0,targeted_search,agresión amenazas mujer Perú,67,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
dl8e7Vktnts,https://www.youtube.com/watch?v=dl8e7Vktnts,Mujer transgénero víctima de violencia por parte de policía,MILENIO,UCFxHplbcoJK9m70c4VyTIxg,157.0,targeted_search,agresión amenazas mujer Perú,68,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
j68tDkDILXM,https://www.youtube.com/watch?v=j68tDkDILXM,Vecinos denuncian que adulta mayor los ataca a palazos: exigen a las autoridades tomar medidas,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,371.0,targeted_search,agresión amenazas mujer Perú,69,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
qOfxYfSPVMM,https://www.youtube.com/watch?v=qOfxYfSPVMM,✍️ VIOLENCIA FAMILIAR en el PERÚ:¿CÓMO DENUNCIAR la VIOLENCIA FAMILIAR en el PERÚ?,Estudio de Abogados Arredondo&Jordan ,UC1rjzqLqdLSOsRhrAFwnzKw,187.0,targeted_search,agresión amenazas mujer Perú,70,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
teYMkRaMIoY,https://www.youtube.com/watch?v=teYMkRaMIoY,¿COMO PUEDO DEFENDERME DE UN DENUNCIA FALSA DE VIOLENCIA DOMÉSTICA? Abogado criminalista Abogad,La Experiencia del Abogado Criminalista Alex Cross,UC4FyvtPMnefH2VGrS2EsvjA,164.0,targeted_search,agresión amenazas mujer Perú,71,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
BLUqUf92eqA,https://www.youtube.com/watch?v=BLUqUf92eqA,Hombre acusado de violencia intrafamiliar amenaza a juez y arroja micrófono y mesa,NMás,UCUsm-fannqOY02PNN67C0KA,133.0,targeted_search,agresión amenazas mujer Perú,72,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
fbN2sWHei_c,https://www.youtube.com/watch?v=fbN2sWHei_c,"Amenazas Simples, Delito, Querella, Defensoria, Fiscalía, Abogado,            .   Defensa Absoluta",Estudio Jurídico Defensa Absoluta,UCauonFF2YxGbaXHduKETdfg,73.0,targeted_search,agresión amenazas mujer Perú,73,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
NzN6CzshEZg,https://www.youtube.com/watch?v=NzN6CzshEZg,Scratches and threats! Los Olivos security officers report assaults by sex workers,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,165.0,targeted_search,agresión amenazas mujer Perú,74,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Qxa47T1jpQU,https://www.youtube.com/watch?v=Qxa47T1jpQU,👉TIPOS de VIOLENCIA FAMILIAR en el PERÚ: ¿DE CUANTO es la PENA DE CÁRCEL?,Estudio de Abogados Arredondo&Jordan ,UC1rjzqLqdLSOsRhrAFwnzKw,188.0,targeted_search,agresión amenazas mujer Perú,75,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Xw12XlY4_lw,https://www.youtube.com/watch?v=Xw12XlY4_lw,Acoso político: tres consejeras regionales víctimas de violencia,Cosmos Televisión,UC_ept7M1UXlCfvcUrK49Ziw,165.0,targeted_search,agresión amenazas mujer Perú,76,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
z390HebScuM,https://www.youtube.com/watch?v=z390HebScuM,Continúan amenazas contra consejera y teme por su vida,Cosmos Televisión,UC_ept7M1UXlCfvcUrK49Ziw,174.0,targeted_search,agresión amenazas mujer Perú,77,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
wUgGIttwUOM,https://www.youtube.com/watch?v=wUgGIttwUOM,Las amenazas y riesgos que enfrentan las mujeres y niñas migrantes y refugiadas de Venezuela,OIM Respuesta Migrantes y Refugiados de Venezuela,UCfDkaglitH3CI22OZs5cy9Q,338.0,targeted_search,agresión amenazas mujer Perú,78,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
0JhrVTbjU3w,https://www.youtube.com/watch?v=0JhrVTbjU3w,SIMULACIÓN DE AUDIENCIA INICIAL - AMENAZAS Y EXPRESIONES DE VIOLENCIA CONTRA LAS MUJERES,Carlos Rivas,UCwkUhDPem4kFuHI4-RME2-A,815.0,targeted_search,agresión amenazas mujer Perú,79,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Hv3aNXuOhsw,https://www.youtube.com/watch?v=Hv3aNXuOhsw,Inseguridad Ciudadana - Violencia contra la Mujer,Juntos Logramos Más - Piura,UCr4fE3jZZNiL2Z2-dZwWgYw,201.0,targeted_search,agresión amenazas mujer Perú,80,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
mv-hZMWpNrU,https://www.youtube.com/watch?v=mv-hZMWpNrU,THE CRIME OF DOMESTIC VIOLENCE,JurídicaMente,UCE_ZHUVha19wtfzsNgBrCYg,204.0,targeted_search,agresión amenazas mujer Perú,81,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
8Me6LpQi-80,https://www.youtube.com/watch?v=8Me6LpQi-80,AMENAZAS POR  EPISODIO AGRESIÓN DELIVERY,Antofagasta TV,UCPPF9v9ISzU_wp8ao2SBfpg,274.0,targeted_search,agresión amenazas mujer Perú,82,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
X-zjT2snWTE,https://www.youtube.com/watch?v=X-zjT2snWTE,Violencia laboral - El derecho de Yamila,ELA - Equipo Latinoamericano de Justicia y Género,UCh6fdHifSekirQ3ZBgQyX0A,208.0,targeted_search,agresión amenazas mujer Perú,83,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
ct9wEeq62KU,https://www.youtube.com/watch?v=ct9wEeq62KU,Megáfono - Agresiones a mujeres periodistas en internet - 07/12/2016,Rompeviento TV,UCBdM6w8S6kn90P0or3Z0kxQ,1771.0,targeted_search,agresión amenazas mujer Perú,84,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
