selection_order,video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota,round_robin,batch_id,selected_at
11,ksc7S1oS5Aw,https://www.youtube.com/watch?v=ksc7S1oS5Aw,Joven arrastrada por su pareja solicita garantías tras recibir amenazas,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,157.0,targeted_search,agresión amenazas mujer Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
12,mg9y8E718Bg,https://www.youtube.com/watch?v=mg9y8E718Bg,Empresario Manuel Liendo amenaza con arma de fuego a conductor,Panorama,UCBiq92lt_ufNO-ktZigVXgg,877.0,targeted_search,amenaza con arma denuncia Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
13,NVLDz9tAdqk,https://www.youtube.com/watch?v=NVLDz9tAdqk,John Kelvin denunció estar amenazado de secuestro,tvoperutv,UCwga7GiEFCCSstOEtQaRAgw,127.0,targeted_search,amenaza de secuestro denuncia Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
14,B14vN9cniCE,https://www.youtube.com/watch?v=B14vN9cniCE,"Los amenazan por mensaje, detonan explosivo y son identificados en cámara, pero no reciben ayuda",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,487.0,targeted_search,amenaza en vivo televisión peruana,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
15,azkNr8IIZKc,https://www.youtube.com/watch?v=azkNr8IIZKc,El candidato de la Izquierda Pedro Castillo pide protección por las Amenazas de Muerte en Perú.,El Archivista Kerandi.,UC80-IuY0gCVm6kjI1OlSbdA,126.0,targeted_search,amenazan candidato político Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
16,I8pjVrwlf1U,https://www.youtube.com/watch?v=I8pjVrwlf1U,🔴🔵 ANP pide investigar amenazas contra periodistas de Exitosa que investigan al alcalde de Huaral,Exitosa Noticias,UCxgO_rak_BKZP8VNVmYqbWg,525.0,targeted_search,amenazan periodista alcalde Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
17,xcOPKsoTNVM,https://www.youtube.com/watch?v=xcOPKsoTNVM,Terror en Comas: colegio extorsionado contrata seguridad privada ante ola de amenazas,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,278.0,targeted_search,amenazas colegio extorsión Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,2,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
18,bgBCrGB4ch8,https://www.youtube.com/watch?v=bgBCrGB4ch8,Andrés Wiese denuncia agresión y amenazas de mujer,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,140.0,targeted_search,agresión amenazas mujer Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
19,lNf_cXlejSs,https://www.youtube.com/watch?v=lNf_cXlejSs,¿Qué puedo hacer si mi expareja me amenaza con difundir un video íntimo?,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,1031.0,targeted_search,amenaza a pareja expareja Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
20,VVTo-oZHxG4,https://www.youtube.com/watch?v=VVTo-oZHxG4,VMT: Drunk police officer threatens woman with gun,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,191.0,targeted_search,amenaza con arma denuncia Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
21,QGmAj2U7rxA,https://www.youtube.com/watch?v=QGmAj2U7rxA,Iquitos: acusado por el Mininter de asaltar embarcación denuncia amenazas y presión policial,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,104.0,targeted_search,amenaza redes sociales denuncia Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
22,fvAKMm7rLOY,https://www.youtube.com/watch?v=fvAKMm7rLOY,"Alcalde de Ate expone a su trabajador que cobraba por licencias: ""¡Es un delincuente!""",ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,475.0,targeted_search,amenazan periodista alcalde Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
23,9QXv1XNLJ3w,https://www.youtube.com/watch?v=9QXv1XNLJ3w,Sujetos amenazaban con bombas y extorsionaban a directora de colegio en VMT,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,91.0,targeted_search,amenazas colegio extorsión Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
24,7VgKdLl4ltw,https://www.youtube.com/watch?v=7VgKdLl4ltw,Sicario quiso robar moto y carro para huir: Así cayó minutos después de asesinato,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,204.0,targeted_search,sicario amenaza empresario Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,3,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
25,Uq_vtERca5U,https://www.youtube.com/watch?v=Uq_vtERca5U,Mujer denuncia agresión y amenazas,Canal Capital,UCeSx6aU8UGIIHxGCQPbYY_A,101.0,targeted_search,agresión amenazas mujer Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
26,T0uQvSHZnHk,https://www.youtube.com/watch?v=T0uQvSHZnHk,San Isidro: Mujer descontrolada insulta y agrede a pareja,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,212.0,targeted_search,amenaza a pareja expareja Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
27,-X9uwKpHgbo,https://www.youtube.com/watch?v=-X9uwKpHgbo,Detienen a sujeto que asaltó con arma a trabajadora de negocio y dos transeúntes en Huancayo,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,104.0,targeted_search,amenaza con arma denuncia Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
28,coRUW1DUydU,https://www.youtube.com/watch?v=coRUW1DUydU,Promotor de eventos folclóricos denuncia ser víctima de extorsión,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,159.0,targeted_search,amenaza de muerte denuncia Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
29,RhZovhPG_FE,https://www.youtube.com/watch?v=RhZovhPG_FE,'Podría ocurrir algo': Tripulantes siguen secuestrados y empresa sigue recibiendo amenazas,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,354.0,targeted_search,amenaza de secuestro denuncia Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
30,wiBtD5Elz84,https://www.youtube.com/watch?v=wiBtD5Elz84,"""¿Crees que estamos jugando?"": Los ""Chuckys NG"" extorsionan amenazan con matar conductores",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,45.0,targeted_search,amenaza en vivo televisión peruana,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
31,Hk3lsPQKnIE,https://www.youtube.com/watch?v=Hk3lsPQKnIE,Joven denuncia que la estafaron con casa de playa: habrían más víctimas que son amenazadas,Multimedia PTV 2,UC64JaKmY2OmRupSYcGgA9Lw,422.0,targeted_search,amenaza redes sociales denuncia Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
32,EsjI6wmT6j4,https://www.youtube.com/watch?v=EsjI6wmT6j4,Destruyen propaganda y amenazan a rivales de candidato por SJL Carlos Burgos,periodismope,UCzsAhe4DFpuC7DAAoNLq8BQ,528.0,targeted_search,amenazan candidato político Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
33,kfb79NqACZc,https://www.youtube.com/watch?v=kfb79NqACZc,TRUJILLO: ARTURO FERNÁNDEZ AMENAZA CON NO PARCHAR PISTAS,N60 Noticias,UCa5H2yRYfOlUH4c22uY5JsQ,58.0,targeted_search,amenazan periodista alcalde Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
34,OPdCOsVJzPk,https://www.youtube.com/watch?v=OPdCOsVJzPk,Informe Especial: Colegios bajo extorsión en Perú | 24 Horas TVN Chile,24 Horas - TVN Chile,UCTXNz3gjAypWp3EhlIATEJQ,1499.0,targeted_search,amenazas colegio extorsión Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
35,7X-RDinoCLs,https://www.youtube.com/watch?v=7X-RDinoCLs,🔴 ¡SE ARMÓ! Empresario enfrentó a 10 sicarios y los hizo correr,Nacion y Frontera,UCrikgtHRn_AwUCJncUXyYKA,784.0,targeted_search,sicario amenaza empresario Perú,4,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,4,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
36,_VSDgFmZ1-Y,https://www.youtube.com/watch?v=_VSDgFmZ1-Y,"Acosa a su expareja hasta en plena transmisión: ""Ya son varias denuncias que he puesto""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,711.0,targeted_search,amenaza a pareja expareja Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
37,1Ac0iLAycIg,https://www.youtube.com/watch?v=1Ac0iLAycIg,"Guerra de bandas criminales por cobro de cupos en transporte público: ""Se van a morir todos""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,736.0,targeted_search,amenaza cobrador de cupos Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
38,bZqDztMbnq4,https://www.youtube.com/watch?v=bZqDztMbnq4,Usan armas de fuego para amenazar a obreros protestantes de la agroexportacion,LA LUPA,UCzr9CZL0yfOSRwM-kLluEQA,63.0,targeted_search,amenaza con arma denuncia Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
39,1N35AwwowOY,https://www.youtube.com/watch?v=1N35AwwowOY,"“The Monster”, the threat of Lima Norte | Domingo al Día | Peru",América Noticias,UCPhm2I2wk4vqjENwhn3px8A,675.0,targeted_search,amenaza en vivo televisión peruana,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
40,8D0fKSsYFTM,https://www.youtube.com/watch?v=8D0fKSsYFTM,Las amenazas por redes sociales serán judicializadas [Noticias] - TeleMedellin,Noticias Telemedellín,UCi9thgLbI6E127Vu6Hxp8ug,123.0,targeted_search,amenaza redes sociales denuncia Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
41,wSRa8smkCYI,https://www.youtube.com/watch?v=wSRa8smkCYI,"Hurto agravado, falsificación de documentos y armas: Candidatos al Congreso en el ojo de la tormenta",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,526.0,targeted_search,amenazan candidato político Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
42,4_tqECkJElU,https://www.youtube.com/watch?v=4_tqECkJElU,René Gastelumendi recibe amenazas por parte de los 'dibujitos' tras entrevista al alcalde de Ate,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,250.0,targeted_search,amenazan periodista alcalde Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
43,KDEb0840pj4,https://www.youtube.com/watch?v=KDEb0840pj4,Teachers threatened with death! School extorted in Villa María del Triunfo,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,202.0,targeted_search,amenazas colegio extorsión Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
44,k_liErERBHo,https://www.youtube.com/watch?v=k_liErERBHo,DIVINSE EL EXTORSIONADOR DE LAS PAGINAS DE CITAS,UNICII DIRINCRI,UCAxF_I6XFDKfXFZMe3WAFwQ,316.0,targeted_search,extorsionador amenaza audio WhatsApp Perú,5,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,5,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
45,h7qCDmC4KR0,https://www.youtube.com/watch?v=h7qCDmC4KR0,Woman fears for her life after years of threats and attacks from her ex-partner,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,631.0,targeted_search,agresión amenazas mujer Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
46,ql3AsY38UOg,https://www.youtube.com/watch?v=ql3AsY38UOg,📹Up My People | Woman threatened by her ex-partner and now fears for her life,Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,876.0,targeted_search,amenaza a pareja expareja Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
47,qy_1rv9OlkQ,https://www.youtube.com/watch?v=qy_1rv9OlkQ,VES: asesinan a cobrador de empresa avícola en presunta venganza por cobro de cupos (2/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,184.0,targeted_search,amenaza cobrador de cupos Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
48,vgmmZ3cZLRE,https://www.youtube.com/watch?v=vgmmZ3cZLRE,"Amenazan a comerciantes con secuestrar a sus hijos si no pagan cupo: ""Nos piden S/5 mil""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,173.0,targeted_search,amenaza de secuestro denuncia Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
49,Pxpd50iPpZw,https://www.youtube.com/watch?v=Pxpd50iPpZw,Estafas por Tiktok y venta de datos por Telegram: Alerta por delitos informáticos en Perú,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,187.0,targeted_search,amenaza redes sociales denuncia Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
50,OrGklUYCfzs,https://www.youtube.com/watch?v=OrGklUYCfzs,"Gilbert Infante, candidate for Congress for the Fe party in Peru, is assassinated.",TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,320.0,targeted_search,amenazan candidato político Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
51,JdKhuWR8G0Y,https://www.youtube.com/watch?v=JdKhuWR8G0Y,EL 11 INFORMA |  Francis Allison Amenaza A Periodista,RBC PERÚ,UChOz7o4nxtmYoNGwH1JAmhw,123.0,targeted_search,amenazan periodista alcalde Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
52,3V3GdUcBNNQ,https://www.youtube.com/watch?v=3V3GdUcBNNQ,Extortionist cries to avoid arrest: he was demanding S/10 from transport workers in SJM,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,89.0,targeted_search,amenazan transportistas extorsión Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
53,qIOwk9CThOM,https://www.youtube.com/watch?v=qIOwk9CThOM,¡Plata o plomo! 300 colegios cierran por amenazas de extorsionadores,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,218.0,targeted_search,amenazas colegio extorsión Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
54,bz8_Tu5wenQ,https://www.youtube.com/watch?v=bz8_Tu5wenQ,This is how extortionists track you again through WhatsApp.,Kiketeckno,UC_hMrSENUn8C5KdKIRM7JeA,313.0,targeted_search,extorsionador amenaza audio WhatsApp Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
55,VuTOnLPSDVc,https://www.youtube.com/watch?v=VuTOnLPSDVc,Brutal murder of businessman in San Isidro: hitmen shoot everywhere in Lima,Panorama,UCBiq92lt_ufNO-ktZigVXgg,590.0,targeted_search,sicario amenaza empresario Perú,6,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,6,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
56,4vWZQeju-fM,https://www.youtube.com/watch?v=4vWZQeju-fM,Isabel Cortez sufrió agresión fue amenazada y recibió ayuda del MIMP | Edición Mediodía (HOY),América Noticias,UCPhm2I2wk4vqjENwhn3px8A,132.0,targeted_search,agresión amenazas mujer Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
57,5ejmlFa4eZM,https://www.youtube.com/watch?v=5ejmlFa4eZM,VES: asesinan a cobrador de empresa avícola en presunta venganza por cobro de cupos (1/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,375.0,targeted_search,amenaza cobrador de cupos Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
58,3nJ4ttSsgRc,https://www.youtube.com/watch?v=3nJ4ttSsgRc,Armas y amenazas de muerte: el caso de Jorge Egocheaga,Panorama,UCBiq92lt_ufNO-ktZigVXgg,500.0,targeted_search,amenaza con arma denuncia Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
59,I48H0HPwZL4,https://www.youtube.com/watch?v=I48H0HPwZL4,CASO EXJUEZ CÉSAR HINOSTROZA: AUDIENCIA DE REQUERIMIENTO DE PRISIÓN PREVENTIVA,Poder Judicial del Perú,UCvCLoltBg5y32b0oBG8j0EQ,12736.0,targeted_search,amenaza fiscal juez audiencia Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
60,MALn7hxL7hI,https://www.youtube.com/watch?v=MALn7hxL7hI,"""Gota a gota"": Mujer recibe amenazas de extorsionadores tras ingresar a link",24 Horas,UCsakKsRww3J7pM6DavkrAIQ,191.0,targeted_search,amenaza redes sociales denuncia Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
61,wkNC0eEva6Q,https://www.youtube.com/watch?v=wkNC0eEva6Q,Candidatos bajo amenaza: Brenda Lizano y Ulises Villegas son presionados para  renunciar,El Dominical de Panamericana,UCMfcN0OV7d61cWPLYm5qHpw,163.0,targeted_search,amenazan candidato político Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
62,C4uIaQgpXR4,https://www.youtube.com/watch?v=C4uIaQgpXR4,Alcalde de Huaraz Vladimir Meza amenaza de muerte a periodista Huaracino ANGEL DURAN,Angel Duran Leon,UCo_wU2hOlUsTsltqvtkfv-w,65.0,targeted_search,amenazan periodista alcalde Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
63,R1EmzeiRABE,https://www.youtube.com/watch?v=R1EmzeiRABE,"Suspenden clases por mensajes amenazantes, pero sería reto viral: ""Se descartó extorsionados""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,234.0,targeted_search,amenazas colegio extorsión Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
64,EK6VgEZPGkU,https://www.youtube.com/watch?v=EK6VgEZPGkU,WhatsApp Audio #1,Reíte pue mi gente,UCA4tWENZMTVmH6yZBiAPMjA,54.0,targeted_search,te voy a matar audio denuncia Perú,7,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,7,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
65,7zASdiUlFjs,https://www.youtube.com/watch?v=7zASdiUlFjs,"🟠🔵#PuntoFinal The problem of aggression involving the Minister of Women, Claudia Dávila",Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,531.0,targeted_search,agresión amenazas mujer Perú,8,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,8,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
66,2b5-WFICqqo,https://www.youtube.com/watch?v=2b5-WFICqqo,¡Guerra por cupos! Transportistas de la línea 73 son amenazados por otra banda de extorsionadores,QUE HAY DE NUEVO PERU,UCRl1-oM_NM-BtCEyTFd-aRA,155.0,targeted_search,amenaza cobrador de cupos Perú,8,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100,8,ampliacion_amenaza_20260727_lote3,2026-07-27T08:51:03-05:00
