selection_order,video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota,round_robin,batch_id,selected_at,reason
32,VGaNoh3LTrg,https://www.youtube.com/watch?v=VGaNoh3LTrg,RADIO HUEVADAS FT. ACTORES DE BETTY LA FEA,Hablando Huevadas,,2395.0,high_yield_channel,Hablando Huevadas,174,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] VGaNoh3LTrg: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
34,pH1RC0QnrOY,https://www.youtube.com/watch?v=pH1RC0QnrOY,RADIO HUEVADAS FT. PATRICIA PORTOCARRERO,Hablando Huevadas,,4159.0,high_yield_channel,Hablando Huevadas,176,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] pH1RC0QnrOY: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
41,ZkQ30nxvRUM,https://www.youtube.com/watch?v=ZkQ30nxvRUM,RADIO HUEVADAS FT. ANDY & LUCAS,Hablando Huevadas,,2617.0,high_yield_channel,Hablando Huevadas,183,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] ZkQ30nxvRUM: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
39,XgTC2tDGXQs,https://www.youtube.com/watch?v=XgTC2tDGXQs,HABLANDO HUEVADAS - Sexta Temporada [JORGE ES UN M0TH3R FVCK3R] HH EN LONDRES,Hablando Huevadas,,5741.0,high_yield_channel,Hablando Huevadas,181,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] XgTC2tDGXQs: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
48,DfOQ_nw_R34,https://www.youtube.com/watch?v=DfOQ_nw_R34,RADIO HUEVADAS FT. DAFONSEKA,Hablando Huevadas,,3720.0,high_yield_channel,Hablando Huevadas,190,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] DfOQ_nw_R34: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
50,ssI21JPYAEo,https://www.youtube.com/watch?v=ssI21JPYAEo,RADIO HUEVADAS FT. GONCHO,Hablando Huevadas,,4348.0,high_yield_channel,Hablando Huevadas,192,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] ssI21JPYAEo: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
52,5-Rc7dU-tvU,https://www.youtube.com/watch?v=5-Rc7dU-tvU,RADIO HUEVADAS FT. DJ PELIGRO,Hablando Huevadas,,3435.0,high_yield_channel,Hablando Huevadas,194,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] 5-Rc7dU-tvU: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
54,nPWikoYqrBI,https://www.youtube.com/watch?v=nPWikoYqrBI,RADIO HUEVADAS FT. MARISOL,Hablando Huevadas,,3268.0,high_yield_channel,Hablando Huevadas,196,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] nPWikoYqrBI: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
56,kXI3Z9wFvkU,https://www.youtube.com/watch?v=kXI3Z9wFvkU,RADIO HUEVADAS FT. LUCIANEKA,Hablando Huevadas,,3713.0,high_yield_channel,Hablando Huevadas,198,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] kXI3Z9wFvkU: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
58,-YuSocNOc7Q,https://www.youtube.com/watch?v=-YuSocNOc7Q,RADIO HUEVADAS FT. YACO ESKENAZI,Hablando Huevadas,,4160.0,high_yield_channel,Hablando Huevadas,200,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,"DownloadError: ERROR: [youtube] -YuSocNOc7Q: Join this channel to get access to members-only content like this video, and other exclusive perks."
60,PuDbgDK82Ng,https://www.youtube.com/watch?v=PuDbgDK82Ng,RADIO HUEVADAS FT. NICOLASA,Hablando Huevadas,,3165.0,high_yield_channel,Hablando Huevadas,202,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] PuDbgDK82Ng: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
59,53QQGKobCpk,https://www.youtube.com/watch?v=53QQGKobCpk,RADIO HUEVADAS FT.  KING LEÓN,Hablando Huevadas,,3704.0,high_yield_channel,Hablando Huevadas,201,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] 53QQGKobCpk: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
61,WVFtak_a8Is,https://www.youtube.com/watch?v=WVFtak_a8Is,RADIO HUEVADAS FT.  LOS SIBLINGS,Hablando Huevadas,,3607.0,high_yield_channel,Hablando Huevadas,203,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] WVFtak_a8Is: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
62,6resdgG2-bg,https://www.youtube.com/watch?v=6resdgG2-bg,RADIO HUEVADAS FT.  NATALIA MÁLAGA,Hablando Huevadas,,3026.0,high_yield_channel,Hablando Huevadas,204,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] 6resdgG2-bg: This video is available to this channel's members on level: Hablando Huevadas Premium (or any higher level). Join this channel to get access to members-only content and other exclusive perks.
98,4UvD8wARhUY,https://www.youtube.com/watch?v=4UvD8wARhUY,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,Goblinciano,,509.0,high_yield_channel,Goblinciano,187,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,"DownloadError: ERROR: [youtube] 4UvD8wARhUY: Join this channel to get access to members-only content like this video, and other exclusive perks."
134,jStrxiuF_Hw,https://www.youtube.com/watch?v=jStrxiuF_Hw,THE FAILURE OF THE 2024 PERU TELETHON | NO ONE DONATES ANYMORE #peru #news,Goblinciano,,508.0,high_yield_channel,Goblinciano,223,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] jStrxiuF_Hw: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
136,qz_q_NgS9CI,https://www.youtube.com/watch?v=qz_q_NgS9CI,PAYASA SIN TITULO 🤡 | MAGALY NO ES PERIODISTA  #peru #magalytv #vivo,Goblinciano,,600.0,high_yield_channel,Goblinciano,225,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,"DownloadError: ERROR: [youtube] qz_q_NgS9CI: Join this channel to get access to members-only content like this video, and other exclusive perks."
238,AlXrm9fe-7M,https://www.youtube.com/watch?v=AlXrm9fe-7M,NUEVO FICHAJE EN GOOD FLORO,Todo Good,,63.0,high_yield_channel,Todo Good,114,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.16 chunks de daño por video en el corpus base,40,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
255,YXE_YyJ5KUs,https://www.youtube.com/watch?v=YXE_YyJ5KUs,PELAO VS TONINO | WE PLAY PAINTBALL WITH OUR LITTLE GOOD GUYS | ALL GOOD,Todo Good,,518.0,high_yield_channel,Todo Good,131,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.16 chunks de daño por video en el corpus base,40,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,"DownloadError: ERROR: [youtube] YXE_YyJ5KUs: Join this channel to get access to members-only content like this video, and other exclusive perks."
269,mRjNClmawyw,https://www.youtube.com/watch?v=mRjNClmawyw,WHAT HAPPENED TO ZACATV? | Curwen weighs in on the ZACATV controversy | GOOD TALKS,Todo Good,,988.0,high_yield_channel,Todo Good,145,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.16 chunks de daño por video en el corpus base,40,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
270,QjE57t2v-h8,https://www.youtube.com/watch?v=QjE57t2v-h8,POLICE DOESN'T PAY 2 SOLES FOR THEIR TRIP | What happened during the TRANSPORTERS' STRIKE? | GOOD...,Todo Good,,1169.0,high_yield_channel,Todo Good,146,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.16 chunks de daño por video en el corpus base,40,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
276,kvuNm1xK-ss,https://www.youtube.com/watch?v=kvuNm1xK-ss,I TOOK V3NG4NZA BECAUSE OF MY FRIEND | DATING APP STORIES | GOOD FLORO PREMIUM,Todo Good,,871.0,high_yield_channel,Todo Good,152,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.16 chunks de daño por video en el corpus base,40,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,"DownloadError: ERROR: [youtube] kvuNm1xK-ss: Join this channel to get access to members-only content like this video, and other exclusive perks."
331,I17zqyGbAlU,https://www.youtube.com/watch?v=I17zqyGbAlU,El Director PC golpea a Cartman - South Park Clips Latino,Usuario Promedio,UCHoJnjIg1tP2J_V5D8JBAiA,95.0,targeted_search,te voy a matar denuncia Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
338,k8SwPqcM13s,https://www.youtube.com/watch?v=k8SwPqcM13s,Alerta Roja: Sicariato amenaza a colegios de San Juan de Lurigancho,ATV,UCFDR6UGjEblEnrK3vp6VlPw,855.0,targeted_search,sicarios amenazan periodista Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] k8SwPqcM13s: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
343,XbFwGhJ9WqI,https://www.youtube.com/watch?v=XbFwGhJ9WqI,"peru .lima, locas dice te matoo , amenazas por puente peatonal , facultad de derecho",Cercado Lima,UCyK7hdNmpGTD3M35HWuQ5yg,65.0,targeted_search,extorsionadores amenazan audio Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
345,lBWgLbigk28,https://www.youtube.com/watch?v=lBWgLbigk28,#MÉXICO | Las AMENAZAS contra los PERIODISTAS crecen,EL PAÍS,UCnsvJeZO4RigQ898WdDNoBw,271.0,targeted_search,sicarios amenazan periodista Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] lBWgLbigk28: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
352,Dx7NJ9s0H4c,https://www.youtube.com/watch?v=Dx7NJ9s0H4c,"Cae alias 'El Barbas', sicario del 'Tren de Aragua': ""En Perú se ocultaba como un modesto barbero""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,649.0,targeted_search,sicarios amenazan periodista Perú,17,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] Dx7NJ9s0H4c: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
364,gx0Lo-oSyGI,https://www.youtube.com/watch?v=gx0Lo-oSyGI,AUMENTO AGRESIÓN A COMUNIDAD LGBT,TV Azteca Jalisco,UCH1JKAzwX0DHokncS7WcJCg,116.0,targeted_search,amenazas homofóbicas Perú,19,AMENAZA_DIRECTA|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,19.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] gx0Lo-oSyGI: Sign in to confirm your age. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
408,fx8tGunSflw,https://www.youtube.com/watch?v=fx8tGunSflw,a delante matame pero a golpes por que con pistola yo tambien puedo😎 (Video Oficial),Ulises Ovejero,UCE2IOjqQqGOBROxYRrPotxQ,19.0,targeted_search,te voy a matar denuncia Perú,24,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,24.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
410,rohvS1aJTH8,https://www.youtube.com/watch?v=rohvS1aJTH8,Amenazan a un juez en plena audiencia virtual!!,YACHASUN / QUECHUA ,UCHRQQMn_1Jig7i6-e6rTYaA,90.0,targeted_search,amenaza juez audiencia virtual Perú,25,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,25.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
444,rVV1yc33GLg,https://www.youtube.com/watch?v=rVV1yc33GLg,Wanda Del Valle mandó a 8 sicarios al Perú para matar al coronel Revoredo,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,862.0,targeted_search,sicarios amenazan periodista Perú,28,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,28.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] rVV1yc33GLg: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
452,uOZJEHelwX4,https://www.youtube.com/watch?v=uOZJEHelwX4,"With this video, a woman denounces the alleged racist attack by a cardiologist in California.",Primer Impacto,UC9SUMV0oYm0XK9H-c3GmKaQ,115.0,targeted_search,insultos racistas discriminación Perú denuncia,29,RACISMO_DISCRIMINACION,consulta explícita de una categoría minoritaria,55,29.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
482,KiiV90ZGXNY,https://www.youtube.com/watch?v=KiiV90ZGXNY,CÁMARAS captaron el asesinato A PLENA LUZ DEL DÍA a cobrador de cupos de MOTOTAXISTAS en SJL | #LR,La República - LR+,UC-B7Xv56uNRDkj0vC3QW8Cg,142.0,targeted_search,sicarios amenazan periodista Perú,32,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,32.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] KiiV90ZGXNY: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
528,G9o_GT2yNGU,https://www.youtube.com/watch?v=G9o_GT2yNGU,The “Loco Joe” extortion manual: New Peruvian kingpin operates from Rio de Janeiro,Panorama,UCBiq92lt_ufNO-ktZigVXgg,784.0,targeted_search,extorsionadores amenazan audio Perú,37,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,37.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,DownloadError: ERROR: [youtube] G9o_GT2yNGU: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
547,ImkWIVT7nCU,https://www.youtube.com/watch?v=ImkWIVT7nCU,🚨💰 This is the number of extortion threats in each district | Arriba Mi Gente 💚,Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,598.0,targeted_search,denuncia amenazas farándula Perú,39,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,39.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00,sin subtítulo español utilizable
