selection_order,video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota,round_robin,batch_id,selected_at
18,-i3x6RuFhFs,https://www.youtube.com/watch?v=-i3x6RuFhFs,HABLANDO HUEVADAS - Novena Temporada [OJALÁ ESTE PROGRAMA NO LO VEA LA FISCALÍA],Hablando Huevadas,,6984.0,high_yield_channel,Hablando Huevadas,90,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
19,Xmp80Nnx9Mc,https://www.youtube.com/watch?v=Xmp80Nnx9Mc,HABLANDO HUEVADAS - Novena Temporada [EL CHICO MÁS TÍMIDO DE LA HISTORIA],Hablando Huevadas,,5511.0,high_yield_channel,Hablando Huevadas,91,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
20,mYknvV1XdwU,https://www.youtube.com/watch?v=mYknvV1XdwU,HABLANDO HUEVADAS - Novena Temporada [NIÑA CON LEUCEMIA NOS ROBÓ],Hablando Huevadas,,5375.0,high_yield_channel,Hablando Huevadas,92,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
21,LpvsrCdjPy4,https://www.youtube.com/watch?v=LpvsrCdjPy4,HABLANDO HUEVADAS - Novena Temporada [SEÑORA DISCAPACITADA NO COLABORA],Hablando Huevadas,,6441.0,high_yield_channel,Hablando Huevadas,93,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
22,q0pc1Ujz-Co,https://www.youtube.com/watch?v=q0pc1Ujz-Co,HABLANDO HUEVADAS - Novena Temporada [JUANITA SE VA DE VACACIONES],Hablando Huevadas,,6060.0,high_yield_channel,Hablando Huevadas,94,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
23,xXB86WbaNMA,https://www.youtube.com/watch?v=xXB86WbaNMA,HABLANDO HUEVADAS - Barcelona [SOY AMIGO DE LAMINE YAMAL],Hablando Huevadas,,6521.0,high_yield_channel,Hablando Huevadas,95,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
24,BeAM28cXcP4,https://www.youtube.com/watch?v=BeAM28cXcP4,HABLANDO HUEVADAS - Novena Temporada [LA VENDEDORA QUE NO SABE QUÉ VENDE],Hablando Huevadas,,6034.0,high_yield_channel,Hablando Huevadas,96,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
25,A8ZSwd9Pflg,https://www.youtube.com/watch?v=A8ZSwd9Pflg,HABLANDO HUEVADAS - Novena Temporada [EL CHICO CON TOURETTE / HEMOS PECADO PADRE],Hablando Huevadas,,5684.0,high_yield_channel,Hablando Huevadas,97,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
26,gOCHf6NsE0s,https://www.youtube.com/watch?v=gOCHf6NsE0s,HABLANDO HUEVADAS - Novena Temporada [EL NIÑO DE LAS MIL HERIDAS Y LAS MIL PULSERAS],Hablando Huevadas,,5961.0,high_yield_channel,Hablando Huevadas,98,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
27,lMwv0knNOmo,https://www.youtube.com/watch?v=lMwv0knNOmo,RADIO HUEVADAS FT. JOHANNA SAN MIGUEL,Hablando Huevadas,,4250.0,high_yield_channel,Hablando Huevadas,99,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
28,qblE5nX7Hok,https://www.youtube.com/watch?v=qblE5nX7Hok,HABLANDO HUEVADAS - Novena Temporada [LA MAMÁ DE JORGE LE PEGÓ EN SU COLEGIO],Hablando Huevadas,,6625.0,high_yield_channel,Hablando Huevadas,100,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
29,fO3eL-4ZrIM,https://www.youtube.com/watch?v=fO3eL-4ZrIM,HABLANDO HUEVADAS - MADISON SQUARE GARDEN [HUMILDAD],Hablando Huevadas,,5461.0,high_yield_channel,Hablando Huevadas,101,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
30,DIaSdQP31Yc,https://www.youtube.com/watch?v=DIaSdQP31Yc,"HABLANDO HUEVADAS - Novena Temporada [NIÑERA, CONERA Y CON MUCHA ACTITUD]",Hablando Huevadas,,6851.0,high_yield_channel,Hablando Huevadas,102,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
31,qWSk2Ku2BG4,https://www.youtube.com/watch?v=qWSk2Ku2BG4,HABLANDO HUEVADAS - Novena Temporada [JORGE Y LA SEÑORA MUSULMANA],Hablando Huevadas,,6611.0,high_yield_channel,Hablando Huevadas,103,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
32,0k9gUF-Y2uk,https://www.youtube.com/watch?v=0k9gUF-Y2uk,HABLANDO HUEVADAS - Novena Temporada [OTRA VEZ JUANITA],Hablando Huevadas,,6510.0,high_yield_channel,Hablando Huevadas,104,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
33,9FJFWRM2R0Y,https://www.youtube.com/watch?v=9FJFWRM2R0Y,¡Hablando Huevadas en el Madison Square Garden!,Hablando Huevadas,,136.0,high_yield_channel,Hablando Huevadas,105,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
34,7gRuo0lnfZ0,https://www.youtube.com/watch?v=7gRuo0lnfZ0,HABLANDO HUEVADAS - Último Programa de Temporada [ME FUERON INFIEL EN IBIZA],Hablando Huevadas,,5124.0,high_yield_channel,Hablando Huevadas,106,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
35,vFHIBiV65Us,https://www.youtube.com/watch?v=vFHIBiV65Us,HABLANDO HUEVADAS - Octava Temporada [UNA BOMBA EN EL AVIÓN],Hablando Huevadas,,6659.0,high_yield_channel,Hablando Huevadas,107,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
36,qsKQ7WMpXJg,https://www.youtube.com/watch?v=qsKQ7WMpXJg,HABLANDO HUEVADAS - Octava Temporada [UNA PARAPLÉJICA VIENE AL SHOW],Hablando Huevadas,,6998.0,high_yield_channel,Hablando Huevadas,108,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
37,_Y5QOcyzCNA,https://www.youtube.com/watch?v=_Y5QOcyzCNA,HABLANDO HUEVADAS - Octava Temporada [EL COLCHÓN VIEJO DE JORGE],Hablando Huevadas,,6664.0,high_yield_channel,Hablando Huevadas,109,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
38,d3CDLLforQ8,https://www.youtube.com/watch?v=d3CDLLforQ8,HABLANDO HUEVADAS - Octava Temporada [EL P0T0 ESCALDADO DE JORGE],Hablando Huevadas,,6527.0,high_yield_channel,Hablando Huevadas,110,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
39,pe8cp8lJrmA,https://www.youtube.com/watch?v=pe8cp8lJrmA,HABLANDO HUEVADAS - Octava Temporada [ENTERRAMOS A UNA SEÑORA EN VIVO],Hablando Huevadas,,6454.0,high_yield_channel,Hablando Huevadas,111,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
40,wWwXhl6JWjM,https://www.youtube.com/watch?v=wWwXhl6JWjM,HABLANDO HUEVADAS - Octava Temporada [JORGE HABLO CON ROMEO SANTOS] / [SECUESTRAN A RICARDO],Hablando Huevadas,,6977.0,high_yield_channel,Hablando Huevadas,112,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
41,fkecpble2IU,https://www.youtube.com/watch?v=fkecpble2IU,HABLANDO HUEVADAS - Octava Temporada [LA INTERPOL BUSCA A RICARDO],Hablando Huevadas,,5609.0,high_yield_channel,Hablando Huevadas,113,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
42,zNhgusBiuOk,https://www.youtube.com/watch?v=zNhgusBiuOk,HABLANDO HUEVADAS - Octava Temporada [RICARDO PRESENTA A SU NUEVA NOVIA],Hablando Huevadas,,6247.0,high_yield_channel,Hablando Huevadas,114,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
43,Qc-IEQ86C9g,https://www.youtube.com/watch?v=Qc-IEQ86C9g,"HABLANDO HUEVADAS - Octava Temporada [""LA CHUPAPÍ Y LA CHUPACÚ""]",Hablando Huevadas,,5622.0,high_yield_channel,Hablando Huevadas,115,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
44,kiNIcjJd5w8,https://www.youtube.com/watch?v=kiNIcjJd5w8,HABLANDO HUEVADAS - Octava Temporada [EL SHOW QUE TE HARÁ LLORAR],Hablando Huevadas,,6291.0,high_yield_channel,Hablando Huevadas,116,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
45,GLYE-AOA_MM,https://www.youtube.com/watch?v=GLYE-AOA_MM,HABLANDO HUEVADAS - Octava Temporada [NO NOS MERECEN],Hablando Huevadas,,6216.0,high_yield_channel,Hablando Huevadas,117,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
46,snUgRK6Y-JU,https://www.youtube.com/watch?v=snUgRK6Y-JU,HABLANDO HUEVADAS - Octava Temporada [NIÑO ANTICUCHERO],Hablando Huevadas,,5185.0,high_yield_channel,Hablando Huevadas,118,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
47,BpoeXZ4lbPQ,https://www.youtube.com/watch?v=BpoeXZ4lbPQ,HABLANDO HUEVADAS - Octava Temporada [JORGE CASI SE PELEA EN UNA PICHANGA],Hablando Huevadas,,5620.0,high_yield_channel,Hablando Huevadas,119,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
48,bF968KQTddg,https://www.youtube.com/watch?v=bF968KQTddg,HABLANDO HUEVADAS - Octava Temporada [LA HISTORIA MÁS LARGA],Hablando Huevadas,,6947.0,high_yield_channel,Hablando Huevadas,120,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
49,l-3RU46fHrY,https://www.youtube.com/watch?v=l-3RU46fHrY,HABLANDO HUEVADAS - Octava Temporada [CHICA INFIEL PIDE PERDÓN],Hablando Huevadas,,5419.0,high_yield_channel,Hablando Huevadas,121,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
50,ZMPYUxpQ-9c,https://www.youtube.com/watch?v=ZMPYUxpQ-9c,HABLANDO HUEVADAS - Octava Temporada [SE LE CAYÓ LA DENTADURA A LA SEÑO],Hablando Huevadas,,5807.0,high_yield_channel,Hablando Huevadas,122,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
51,6Uyerf_9EDk,https://www.youtube.com/watch?v=6Uyerf_9EDk,HABLANDO HUEVADAS - Octava Temporada [EL CUMPLE DE JORGITO],Hablando Huevadas,,6624.0,high_yield_channel,Hablando Huevadas,123,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
52,xXvtr4nrBwo,https://www.youtube.com/watch?v=xXvtr4nrBwo,HABLANDO HUEVADAS - Octava Temporada [JORGE HACE UN ORAL EN EL AVIÓN],Hablando Huevadas,,6192.0,high_yield_channel,Hablando Huevadas,124,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
53,i5iGzwF_uVM,https://www.youtube.com/watch?v=i5iGzwF_uVM,HABLANDO HUEVADAS - Octava Temporada [N1Ñ0 VENDE C0ND0N3S],Hablando Huevadas,,5325.0,high_yield_channel,Hablando Huevadas,125,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
54,zs0ApRyc42c,https://www.youtube.com/watch?v=zs0ApRyc42c,HABLANDO HUEVADAS - Octava Temporada [JORGE SE PONE LOCAZO EN UN AVIÓN],Hablando Huevadas,,6058.0,high_yield_channel,Hablando Huevadas,126,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
55,rHZNbmZXOa4,https://www.youtube.com/watch?v=rHZNbmZXOa4,HABLANDO HUEVADAS - Octava Temporada [RICARDO COMPRA POLO DE 2MIL SOLES],Hablando Huevadas,,6149.0,high_yield_channel,Hablando Huevadas,127,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
56,Y7D6yII0VW4,https://www.youtube.com/watch?v=Y7D6yII0VW4,HABLANDO HUEVADAS - Octava Temporada [JORGE Y LA PIJAMA DE SU MUJER],Hablando Huevadas,,6057.0,high_yield_channel,Hablando Huevadas,128,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
57,Lcg-YRxSAuA,https://www.youtube.com/watch?v=Lcg-YRxSAuA,HABLANDO HUEVADAS - Octava Temporada [DOMINGUEZ ES UN HU3VON4ZO],Hablando Huevadas,,5404.0,high_yield_channel,Hablando Huevadas,129,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
58,5mhc3JSs-XI,https://www.youtube.com/watch?v=5mhc3JSs-XI,HABLANDO HUEVADAS - Séptima Temporada [ES HORA DE DECIR ADIÓS],Hablando Huevadas,,6196.0,high_yield_channel,Hablando Huevadas,130,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
59,7pZGLnGJAJs,https://www.youtube.com/watch?v=7pZGLnGJAJs,Estreno 17 de Diciembre - HIJO DE... - LA SERIE,Hablando Huevadas,,87.0,high_yield_channel,Hablando Huevadas,131,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD|AMENAZA_DIRECTA,22.60 chunks de daño y 0.86 amenazas por video en el corpus base,70,,ampliacion_dano_20260726,2026-07-26T17:54:03-05:00
